coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,spatial_normalization/template/MNI152_nonlinear,id,from_ref,cluster
False,False,False,False,True,False,False,False,False,False,0,0,True,False,0,0,0,6,False,True,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,False,4239ae245d0012feb5da536f9b62c770bd230149b45bbf79de78835a201c856a,0.7035519789222145,4.0
False,False,True,False,False,True,False,False,False,False,0,0,True,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,3f56ba5fac43ff10b385900dab780eac63d9bde273c597802cd5f687b27933e7,0.7096148610045955,4.0
False,True,False,False,True,True,False,True,False,False,0,18,True,False,0,0,0,6,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,3a5172d4573352febb072c06af17420b3aa3dddac7e7d5ba319cc326fb121a7b,0.8468877353383873,3.0
False,True,True,False,False,False,False,False,False,False,0,24,True,False,0,0,0,6,False,True,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,399215fa0ca112229aca04dac5a6af8e0297557f55046513aef55337f21e81d5,0.8246078121856967,3.0
False,True,False,False,True,True,False,False,False,False,0,6,True,False,0,0,0,6,False,False,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,False,389ad782a09c22f9e9028ce8f4cc2d6a84301e27847d742e6b31073466cedde6,0.7728871996671722,4.0
False,True,True,False,False,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,False,3199d421e35c89667bd807173c7e94eddb2b86579ea2d4508a11e55edf581ff9,0.7925173644107055,4.0
False,True,False,False,True,False,False,False,False,False,0,24,True,False,0,0,0,6,False,True,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,False,300219a36fb2848f863e36225def1d4fc96cdbb385c519fe362cb7b410b9e9c4,0.8395805067507791,3.0
False,True,True,False,False,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,2ee6dfa2ae8dcf388fae38e63ea9a5f4e4e25ceeb08a9a78677be55f861151af,0.7979308514486032,4.0
False,False,True,False,False,False,False,False,False,False,0,0,True,False,0,0,0,6,False,True,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,False,2d2b1ca980df12ae71b585ff537e5f6e60c054b279fdd0235c432a3dd5e9125f,0.7014361446677524,4.0
False,True,True,False,False,False,False,True,False,False,0,24,True,False,0,0,0,6,False,True,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,False,2b3ae8b3e0c86d9a7315e3327335ccced3e0957f1bec8b4e6b3500b191a33e23,0.8407559920722867,3.0
False,True,False,False,True,False,False,False,False,False,0,18,True,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,29e063833cb2569f84c63dd03a085b23c79bd4fe345e694335146769f88923eb,0.8374165139110621,3.0
False,True,True,False,False,False,False,False,False,False,0,24,True,False,0,0,0,6,False,True,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,False,28c176be0314b4fa54d2ff7ba31ce0b4babcef72693954c5b7758c8ae1d928dc,0.8473703362053923,3.0
False,True,False,False,True,True,False,True,False,False,0,6,True,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,False,282b1f4e9ec85c06452416d15694bdef3aba32bdf409e562bb7d1ada555cd232,0.774753844660424,4.0
False,True,True,False,False,False,False,True,False,False,0,24,True,False,0,0,0,6,False,True,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,False,233ad7623f8c039e53c269a0b094fd71afa026f1c6aba484f6389e13d4e8e4f9,0.8484203998918953,3.0
False,True,True,False,False,True,False,False,False,False,0,24,True,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,21874de0dc81179312de62876e10c87b0c9d4f01ee42119a5fe2039232421268,0.8653095674071801,3.0
False,True,False,False,True,True,False,True,False,False,0,6,True,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,False,2013e20effdc8a613b8bcab1bb5490b1a504043de98277a3a51a947411b1a1bb,0.7700253746777257,4.0
False,True,True,False,False,True,False,False,False,False,0,6,True,False,0,0,0,6,False,False,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,False,1fb92b405ebce0e9adf54161b63aa0e914576b00b5a4d4af5838b40e0ddb9f55,0.7670455336189669,4.0
False,True,True,False,False,True,False,True,False,False,0,24,True,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,False,1b0ac275b1ba2af966b3699c03ec0af7afde77482df390a843c6d170295aa939,0.8484203998918953,3.0
False,False,False,False,True,True,False,False,False,False,0,0,True,False,0,0,0,6,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,15fe174a76ff9d737bf0e221c59df806b62d48521f8e41c23d22849ae6451332,0.7112124977730419,4.0
False,True,True,False,False,True,False,False,False,False,0,18,True,False,0,0,0,6,False,False,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,False,13dfb4ce99372af9c0a5656bdf9cce9667ec4010e1887e9ab4710678da51f169,0.8464695848582664,3.0
False,False,False,False,True,True,False,True,False,False,0,0,True,False,0,0,0,6,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,125dc798401385965e556a03d711af52cb6b10f250a488f6be16c86fe5e78019,0.7166691297779219,4.0
False,True,True,False,False,False,False,True,False,False,0,6,True,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,0ec53dd3695bdb49908717cf758d70118e5b2591f86e5989efd7cee366c3e7c5,0.7995295353680532,4.0
False,True,False,False,True,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,False,0e56548f10a14c674cb424bbaba722efbd0e8ed111a8a8432eb0f67d711aa2c0,0.7971259811828897,4.0
False,True,False,False,True,False,False,True,False,False,0,18,True,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,False,0,True,True,False,False,07a79fc22e64f3098c29c8188931751c9f3fc525add99887faf69f845e2c93e8,0.8410014647058316,3.0
False,False,False,False,True,True,False,False,False,False,0,0,True,False,0,0,0,6,False,False,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,False,02cd2c40822ab5779bab2ebc1bca430cb3a6792da1327a0300085b7cdcd67bfa,0.7037600482329301,4.0
False,True,False,False,True,True,False,True,False,False,0,24,True,False,0,0,0,6,False,False,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,False,0299dc9e279b6d0a5010792b7eccf32060d171f94d6dde8285c4e426cfe357e2,0.8697073974262888,3.0
False,True,False,False,True,False,False,False,False,False,0,24,True,False,0,0,0,6,False,True,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,False,0261630dbde4275e2d3b205e01ed7f027605422f3d4a4002e67bbcfa32029a84,0.8460943347025087,3.0
